"","isocntry","trans_name","female","age","religion","marital_status","personal_satis","ideology","contact_lgbti","social_class","occupation"
"6905","IE","1","1",39,"Christians","Single","Satisfied",5,"Contact","Middle class","Unemployed"
"6906","IE","0","0",68,"Christians","Married","Satisfied",8,"No contact","Middle class","Self employed"
"6907","IE",NA,"1",32,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6908","IE","0","1",66,"Christians","Married","Satisfied",7,"No contact","Working class","Unemployed"
"6909","IE","0","0",36,"Christians","Single","Satisfied",6,"Contact","Working class","Employed"
"6910","IE","0","0",66,"Other religions","Married","Satisfied",1,"Contact","Middle class","Employed"
"6911","IE","1","1",46,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6912","IE","1","1",44,"Christians","Single","Satisfied",5,"Contact","Middle class","Self employed"
"6913","IE","1","1",35,"Christians","Single","Satisfied",6,"Contact","High class","Employed"
"6914","IE","1","0",49,"Christians","Single","Satisfied",3,"Contact","Middle class","Self employed"
"6915","IE","1","0",64,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed"
"6916","IE",NA,"0",41,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6917","IE","1","0",38,"Christians","Single","Satisfied",5,"Contact","Middle class","Self employed"
"6918","IE","1","1",35,"Christians","Single","Satisfied",5,"Contact","Middle class","Unemployed"
"6919","IE","1","0",55,"Christians","Widowed","Satisfied",5,"No contact","Working class","Self employed"
"6920","IE","1","1",32,"Christians","Single","Satisfied",7,"No contact","Working class","Employed"
"6921","IE","1","1",42,"Christians","Single","Satisfied",8,"Contact","Middle class","Employed"
"6922","IE","1","0",29,"Christians","Single","Satisfied",7,"No contact","High class","Employed"
"6923","IE","0","0",47,"Christians","Single","Satisfied",7,"Contact","Working class","Employed"
"6924","IE","0","0",27,"Other religions","Single","Satisfied",5,"Contact","Working class","Employed"
"6925","IE","1","0",72,"Christians","Married","Satisfied",5,"Contact","Working class","Retired"
"6926","IE","1","1",59,"Christians","Married","Satisfied",1,"Contact","Middle class","Employed"
"6927","IE",NA,"1",55,"Not religious","Single","Satisfied",NA,"No contact",NA,"Retired"
"6928","IE","1","1",41,"Not religious","Married","Not satisfied",4,"Contact","Working class","Retired"
"6929","IE","1","0",37,"Not religious","Married","Satisfied",5,"Contact","Middle class","Employed"
"6930","IE","1","1",44,"Christians","Married","Satisfied",2,"Contact","Middle class","Retired"
"6931","IE","1","0",61,"Christians","Married","Satisfied",10,"Contact","Middle class","Self employed"
"6932","IE","1","1",27,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6933","IE","1","1",84,"Christians","Widowed","Satisfied",5,"No contact","Working class","Retired"
"6934","IE","1","1",31,"Christians","Single","Satisfied",5,"Contact","Working class","Unemployed"
"6935","IE","1","1",85,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired"
"6936","IE","1","1",53,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6937","IE","0","0",75,"Christians","Married","Satisfied",8,"No contact","Middle class","Retired"
"6938","IE","1","0",66,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"6939","IE","1","1",64,"Christians","Married","Satisfied",5,"Contact","Working class","Unemployed"
"6940","IE","0","1",38,"Orthodox Christian","Married","Satisfied",5,"No contact","Working class","Unemployed"
"6941","IE","1","0",19,"Christians","Single","Satisfied",5,"No contact","High class","Student"
"6942","IE","1","0",27,"Not religious","Single","Satisfied",5,"No contact","Middle class","Employed"
"6943","IE","1","0",34,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6944","IE","1","0",36,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6945","IE","1","1",63,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"6946","IE","1","0",65,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed"
"6947","IE","1","1",31,"Christians","Single","Satisfied",6,"Contact","Working class","Unemployed"
"6948","IE","1","1",56,"Christians","Married","Satisfied",10,"Contact","Middle class","Employed"
"6949","IE","1","1",50,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6950","IE","1","1",58,"Other religions","Married","Satisfied",5,"Contact","Working class","Unemployed"
"6951","IE","0","0",58,"Christians","Married","Satisfied",6,"Contact","Middle class","Employed"
"6952","IE","1","0",51,"Christians","Married","Satisfied",5,"Contact","Working class","Unemployed"
"6953","IE","1","1",53,"Christians","Married","Satisfied",5,"Contact","Working class","Retired"
"6954","IE","1","1",67,"Christians","Married","Satisfied",1,"Contact","Working class","Retired"
"6955","IE","1","0",58,"Christians","Married","Not satisfied",6,"Contact","Working class","Retired"
"6956","IE","1","1",35,"Christians","Married","Satisfied",5,"Contact","Middle class","Unemployed"
"6957","IE","0","1",15,"Christians","Single","Satisfied",9,"Contact","High class","Student"
"6958","IE","1","0",69,"Christians","Married","Satisfied",3,"Contact","Middle class","Retired"
"6959","IE","0","0",27,"Christians","Married","Satisfied",6,"No contact","Working class","Employed"
"6960","IE","0","1",63,"Christians","Divorced","Not satisfied",5,"No contact","Middle class","Employed"
"6961","IE","0","1",31,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"6962","IE","0","0",36,"Christians","Married","Satisfied",5,"No contact","Middle class","Employed"
"6963","IE","1","1",24,"Christians","Single","Satisfied",5,"No contact","Middle class","Student"
"6964","IE","0","0",70,"Other religions","Single","Satisfied",1,"No contact","Middle class","Retired"
"6965","IE","0","1",80,"Christians","Widowed","Satisfied",1,"No contact","Working class","Retired"
"6966","IE","1","1",25,"Other religions","Single","Satisfied",1,"Contact","Working class","Student"
"6967","IE","1","0",24,"Other religions","Single","Satisfied",1,"Contact","Working class","Student"
"6968","IE","1","1",35,"Christians","Married","Not satisfied",5,"No contact","Working class","Employed"
"6969","IE","1","1",18,"Christians","Single","Satisfied",1,"Contact","Middle class","Student"
"6970","IE","0","0",83,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"6971","IE","1","1",20,"Christians","Single","Satisfied",5,"Contact","Middle class","Student"
"6972","IE","1","1",42,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6973","IE","1","1",16,"Not religious","Single","Satisfied",7,"Contact","Working class","Student"
"6974","IE","1","1",40,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"6975","IE","1","0",16,"Christians","Single","Satisfied",2,"Contact","Middle class","Student"
"6976","IE","1","1",45,"Not religious","Divorced","Not satisfied",5,"Contact","Middle class","Employed"
"6977","IE","0","0",49,"Christians","Married","Satisfied",5,"Contact","Working class","Self employed"
"6978","IE","0","1",75,"Christians","Widowed","Satisfied",5,"Contact","Working class","Employed"
"6979","IE","1","1",56,"Christians","Married","Not satisfied",5,"Contact","Working class","Employed"
"6980","IE","0","1",74,"Christians","Married","Not satisfied",3,"No contact","Working class","Unemployed"
"6981","IE","1","1",65,"Christians","Married","Satisfied",5,"No contact","Middle class","Retired"
"6982","IE","1","1",41,"Christians","Single","Satisfied",4,"Contact","Working class","Self employed"
"6983","IE","1","1",70,"Christians","Married","Satisfied",5,"No contact","Working class","Unemployed"
"6984","IE",NA,"1",70,"Other religions","Married","Satisfied",5,"No contact","Working class","Unemployed"
"6985","IE","1","1",46,"Christians","Single","Satisfied",4,"Contact","Working class","Employed"
"6986","IE","1","0",29,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6987","IE","0","1",80,"Christians","Widowed","Satisfied",6,"Contact","Working class","Unemployed"
"6988","IE","1","0",39,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"6989","IE",NA,"1",28,"Christians","Single","Satisfied",NA,"Contact","Working class","Employed"
"6990","IE","1","1",59,"Christians","Married","Satisfied",4,"No contact","Working class","Employed"
"6991","IE","0","0",50,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6992","IE","1","1",18,"Christians","Single","Satisfied",2,"Contact","Working class","Student"
"6993","IE","1","0",40,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"6994","IE","1","1",50,"Christians","Married","Satisfied",3,"Contact","Working class","Employed"
"6995","IE","1","1",25,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"6996","IE","1","0",45,"Christians","Single","Satisfied",5,"No contact","Working class","Employed"
"6997","IE","1","1",78,"Christians","Married","Satisfied",6,"Contact","Middle class","Retired"
"6998","IE","1","1",44,"Christians","Married","Satisfied",6,"Contact","Working class","Employed"
"6999","IE","1","1",68,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"7000","IE","0","1",75,"Christians","Widowed","Satisfied",6,"No contact","Working class","Retired"
"7001","IE","1","1",46,"Other religions","Married","Satisfied",4,"Contact","Working class","Unemployed"
"7002","IE","1","1",40,"Not religious","Married","Satisfied",2,"Contact","Working class","Employed"
"7003","IE","1","1",52,"Christians","Married","Satisfied",6,"Contact","Working class","Employed"
"7004","IE","0","1",23,"Christians","Other","Satisfied",5,"No contact","Working class","Student"
"7005","IE","1","1",37,"Other religions","Married","Satisfied",1,"Contact","Working class","Self employed"
"7006","IE","0","0",22,"Christians","Single","Satisfied",5,"No contact","Working class","Student"
"7007","IE","1","0",23,"Not religious","Single","Satisfied",5,"Contact","Working class","Retired"
"7008","IE","1","1",28,"Christians","Single","Satisfied",5,"Contact","Middle class","Employed"
"7009","IE","1","1",69,"Christians","Married","Satisfied",3,"Contact","Middle class","Unemployed"
"7010","IE","1","0",55,"Not religious","Married","Satisfied",3,"Contact","Working class","Self employed"
"7011","IE","0","0",27,"Christians","Single","Satisfied",4,"No contact","Middle class","Employed"
"7012","IE","1","1",40,"Christians","Divorced","Satisfied",3,"Contact","Working class","Self employed"
"7013","IE","1","1",42,"Christians","Married","Satisfied",6,"Contact","Working class","Employed"
"7014","IE","0","0",17,"Christians","Other","Satisfied",7,"No contact","Working class","Student"
"7015","IE","0","1",43,"Christians","Single","Satisfied",5,"No contact","Working class","Retired"
"7016","IE","0","0",73,"Christians","Married","Satisfied",3,"No contact","Working class","Retired"
"7017","IE","1","0",35,"Other religions","Married","Satisfied",7,"No contact","Working class","Employed"
"7018","IE","1","1",72,"Christians","Married","Satisfied",5,"Contact","Working class","Employed"
"7019","IE",NA,"0",19,"Christians","Single","Satisfied",NA,"Contact",NA,"Employed"
"7020","IE","1","0",43,"Not religious","Married","Satisfied",4,"Contact","Middle class","Employed"
"7021","IE","1","0",38,"Jewish","Married","Satisfied",7,"Contact","Middle class","Employed"
"7022","IE","1","1",31,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"7023","IE","0","1",45,"Christians","Married","Satisfied",5,"No contact","High class","Employed"
"7024","IE","0","0",35,"Christians","Married","Satisfied",4,"Contact","Middle class","Employed"
"7025","IE",NA,"0",71,"Christians","Married","Satisfied",NA,"Contact","Middle class","Retired"
"7026","IE",NA,"1",76,"Christians","Married","Satisfied",NA,"No contact","Middle class","Retired"
"7027","IE","1","0",68,"Christians","Married","Satisfied",1,"Contact","Middle class","Retired"
"7028","IE","0","0",60,"Christians","Married","Satisfied",10,"No contact","Middle class","Employed"
"7029","IE","1","0",57,"Christians","Married","Satisfied",7,"Contact","High class","Employed"
"7030","IE","1","0",69,"Christians","Widowed","Satisfied",6,"Contact","Middle class","Employed"
"7031","IE","1","0",18,"Christians","Single","Satisfied",5,"No contact","Middle class","Student"
"7032","IE","0","1",65,"Christians","Married","Satisfied",5,"Contact","Middle class","Employed"
"7033","IE","0","0",29,"Not religious","Single","Satisfied",5,"Contact","Middle class","Employed"
"7034","IE","0","1",25,"Christians","Single","Satisfied",4,"Contact","Middle class","Employed"
"7035","IE","1","1",57,"Christians","Married","Satisfied",6,"Contact","Middle class","Self employed"
"7036","IE","0","0",69,"Christians","Married","Satisfied",5,"Contact","Middle class","Retired"
"7037","IE","1","1",52,"Christians","Married","Satisfied",5,"No contact","Working class","Employed"
"7038","IE","1","1",62,"Christians","Married","Satisfied",5,"No contact","Middle class","Unemployed"
"7039","IE","0","0",41,"Christians","Single","Satisfied",4,"No contact","Working class","Employed"
"7040","IE","1","1",68,"Christians","Married","Satisfied",7,"No contact","Middle class","Retired"
"7041","IE","1","1",35,"Not religious","Single","Satisfied",4,"No contact","Middle class","Employed"
"7042","IE","0","1",50,"Orthodox Christian","Married","Satisfied",6,"No contact","Working class","Employed"
"7043","IE","0","1",60,"Christians","Married","Satisfied",6,"No contact","Middle class","Employed"
"7044","IE","1","0",59,"Christians","Married","Satisfied",7,"No contact","Middle class","Self employed"
"7045","IE","1","1",42,"Christians","Married","Satisfied",3,"Contact","Middle class","Employed"
"7046","IE","1","0",49,"Christians","Single","Satisfied",4,"Contact","Middle class","Employed"
"7047","IE","1","0",23,"Christians","Single","Satisfied",7,"Contact","Working class","Student"
"7048","IE","1","0",22,"Christians","Single","Satisfied",6,"Contact","Working class","Student"
"7049","IE","1","1",29,"Christians","Single","Satisfied",5,"Contact","Working class","Employed"
"7050","IE","0","0",72,"Christians","Married","Satisfied",3,"Contact","Working class","Employed"
